id,name,country,friends
76561198200005194,cheesemonger ;  ; ,"Bindura, Mashonaland Central, Zimbabwe","[('76561199024466760', 'noenglish=nocommend ;  ; '), ('76561198383084192', '111 ;  ; '), ('76561198130839203', 'aaa ;  ; '), ('76561198135972874', 'apabt ;  ; '), ('76561198117959474', 'asterix ;  ; '), ('76561198977735136', 'babycol ;  ; '), ('76561198308106245', 'bb ;  ; '), ('76561198282400896', 'd2m dark walker ;  ; '), ('76561199230209487', 'equa ;  ; '), ('76561198805298062', 'fsismf | rainbowdash ;  ; '), ('76561198072508190', 'ggb.-gh ;  ; '), ('76561198398736480', 'here to simp ;  ; '), ('76561198148046086', 'keke ;  ; '), ('76561198441973744', 'keke ;  ; '), ('76561198373696143', 'mercury ;  ; '), ('76561198197570338', 'mr.missclick ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198306463055', 'position ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561198268150666', 'russian feederation ;  ; '), ('76561198164112416', 'sadadadasdadasdsdasdasdsadasd ;  ; '), ('76561198363296474', 'tanaka ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198871995955', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198333191359', 'thor ;  ; '), ('76561198379465255', 'tony slark ;  ; '), ('76561198366131654', 'turbo monk ;  ; '), ('76561198116637836', 'uba n gangnam style ;  ; '), ('76561198268664695', 'wooden pc ;  ; '), ('76561198168801470', 'xdd ;  ; '), ('76561198168382671', '`11. ;  ; '), ('76561198376993399', 'Ампрагит Гацалт ;  ; '), ('76561198843512467', '齊天大聖 ;  ; '), ('76561198850180946', '덴츠 ;  ; ')]"
76561198291534329,divine créature ;  ; ,China,"[('76561197996331560', 'peter edwards ;  ; '), ('76561198114670019', '𝖑𝖚𝖈𝖎𝖋𝖊𝖗 ;  ; '), ('76561198255837123', '.!tattooist.! ;  ; '), ('76561198213859232', '7ad1145c-7c77-11ee-b962-0242ac12 ;  ; '), ('76561198288078676', '69 ;  ; '), ('76561198299983876', '999 ;  ; '), ('76561199080610650', 'chihir0 ;  ; '), ('76561198150007490', 'fate ;  ; '), ('76561198219090753', 'gn@! ;  ; '), ('76561198441973744', 'keke ;  ; '), ('76561198316452044', 'machinegun ;  ; '), ('76561198836617910', 'madara雨 ;  ; '), ('76561198367229716', 'mockingbird ;  ; '), ('76561198853001797', 'morgan catman ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198979800725', 'olko ;  ; '), ('76561198065110862', 'pielentine ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561198993806953', 'shooter ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198150967281', 'ttabq.℃om找妹看片手机浏览器打开 ;  ; '), ('76561198328773496', 'yato ;  ; '), ('76561198376825263', 'ziko ;  ; '), ('76561199139493520', '六六六 ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561198141463921,doctor45 ;  ; ,,[]
76561198259767609,enjoyer ;  ; ,,"[('76561198041631684', 'lenin cat ;  ; '), ('76561198356765642', 'pikazs ;  ; '), ('76561198085900397', 'ruah ;  ; '), ('76561198865282473', '-seynoo ;  ; '), ('76561198442061309', '1 ;  ; '), ('76561198372205845', '9 ;  ; '), ('76561198304883616', 'asyouasked ;  ; '), ('76561198122467991', 'betrayed september ;  ; '), ('76561198257630267', 'billion ;  ; '), ('76561198332961660', 'bossmission ;  ; '), ('76561198208651108', 'bu; ;  ; '), ('76561198137509845', 'budda ;  ; '), ('76561198857176638', 'buleen jin ;  ; '), ('76561198069771151', 'candyhard100 ;  ; '), ('76561198171524369', 'crip gang ;  ; '), ('76561198166677921', 'dallas ;  ; '), ('76561198086423187', 'd e a d p o o l ;  ; '), ('76561198290219891', 'delacroix ;  ; '), ('76561198385978428', 'diduri ;  ; '), ('76561198141463921', 'doctor45 ;  ; '), ('76561198797677125', 'drop.skin sas ;  ; '), ('76561198051384372', 'enjoyer ;  ; '), ('76561199007500351', 'exquisite <3 ;  ; '), ('76561198198040942', 'gg ;  ; '), ('76561198370941968', 'globex ;  ; '), ('76561198267394926', 'hippophae ;  ; '), ('76561198049468850', 'hurtsanberg ;  ; '), ('76561198146207686', 'kappa69 ;  ; '), ('76561198356543753', 'kazzxw0w ;  ; '), ('76561198159063125', 'killer_neji ;  ; '), ('76561198859614313', 'lalar ;  ; '), ('76561198154735209', 'larry ;  ; '), ('76561199027354284', 'lisachan ;  ; '), ('76561198323371849', 'marshal ;  ; '), ('76561198440242590', 'mrgastation ;  ; '), ('76561198072564032', 'namaig amraa gedeg ;  ; '), ('76561198097930294', 'nein ;  ; '), ('76561198217702015', 'newone ;  ; '), ('76561198156816196', 'ngx.miracle ;  ; '), ('76561198194060630', 'nin9 ;  ; '), ('76561198968976456', 'nl ;  ; '), ('76561198987347096', 'nxt ti champ ;  ; '), ('76561198209507152', 'p*rn star nacho vidal ;  ; '), ('76561198198986819', 'peach slayer ;  ; '), ('76561198453262708', 'pizdaa ;  ; '), ('76561198830407977', 'purrfect ;  ; '), ('76561198198121955', 'racismisavirus ;  ; '), ('76561198352764789', 'rape ;  ; '), ('76561198148517280', 'reincartios ;  ; '), ('76561198303733554', 'ring of aquila ;  ; '), ('76561198299766179', 'rwby_fian ;  ; '), ('76561198827588101', 'ryumx ;  ; '), ('76561198293488651', 'suck at all role ;  ; '), ('76561198810286339', 'tarwagan tahal ;  ; '), ('76561198205930615', 'thefeeder ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198295276989', 'tim dog ;  ; '), ('76561198306884280', 'tom ;  ; '), ('76561198834092397', 'tugstumul ;  ; '), ('76561198871807564', 'ulquare.! ;  ; '), ('76561198059776192', 'wudipukuruduin ;  ; '), ('76561197963076122', 'БОБА БУЙЛДЕР ;  ; '), ('76561198113857708', 'ًً ;  ; '), ('76561199056772285', 'ᵂᵘᵉʷᵘᵉʷᵘᵉʷᵘᵉ ;  ; '), ('76561198853850380', '™ ;  ; '), ('76561198198128499', 'シ ;  ; ')]"
76561198138139219,equanimous ;  ; ,,"[('76561198142986424', '#ibbet ;  ; '), ('76561199013716120', 'agasokakoroji ;  ; '), ('76561198383084192', '111 ;  ; '), ('76561198086919333', 'aa ;  ; '), ('76561198087079208', 'afronate ;  ; '), ('76561198298825292', 'andrew-mage ;  ; '), ('76561198327337292', 'chekist ;  ; '), ('76561199102033338', 'd0m ;  ; '), ('76561198904039905', 'ddoctor ;  ; '), ('76561198846040420', 'easymoney(*))) ;  ; '), ('76561198404071152', 'ego ;  ; '), ('76561198801367057', 'elliieee ;  ; '), ('76561199230209487', 'equa ;  ; '), ('76561198838104725', 'etseg chine bn ;  ; '), ('76561198329054376', 'fina ;  ; '), ('76561198362489699', 'ghostbuster ;  ; '), ('76561198376874634', 'grond ;  ; '), ('76561198128428707', 'hairy andrew ;  ; '), ('76561198143254873', 'hooligan ;  ; '), ('76561199213614341', 'huggankis ;  ; '), ('76561198802527246', 'jynx ;  ; '), ('76561198176157453', 'kin ;  ; '), ('76561198343596590', 'kkk its me ;  ; '), ('76561198187111498', 'ld ;  ; '), ('76561198434386264', 'majesty~ ;  ; '), ('76561198835350998', 'molko ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561199011309834', 'osko ;  ; '), ('76561198044828974', 'paul rudd ;  ; '), ('76561198136466650', 'ray._.101% ;  ; '), ('76561198393722113', 'rice ;  ; '), ('76561198080160376', 'rizzard^ ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198099230313', 's5 ;  ; '), ('76561198942283618', 'sbeve ;  ; '), ('76561198922948140', 'sketchy ;  ; '), ('76561198061896128', 'sketchy ;  ; '), ('76561198835900494', 'sonagi ;  ; '), ('76561198174310401', 'sypha ;  ; '), ('76561198363296474', 'tanaka ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198139414576', 'tilt ;  ; '), ('76561199194282327', 'tsodgor huu tsoogii ;  ; '), ('76561198168801470', 'xdd ;  ; '), ('76561199106831704', 'xiao mail ;  ; '), ('76561198161220684', 'xign ;  ; '), ('76561198080259724', '_wolf ;  ; '), ('76561198843512467', '齊天大聖 ;  ; '), ('76561198850180946', '덴츠 ;  ; ')]"
76561199158652847,getnymba ;  ; ,"Los Angeles, California, United States","[('76561198085900397', 'ruah ;  ; '), ('76561198206553592', 'blaa ;  ; '), ('76561198137509845', 'budda ;  ; '), ('76561198141463921', 'doctor45 ;  ; '), ('76561199145519710', 'nymbax ;  ; '), ('76561199165132984', 'nymbax ;  ; '), ('76561199165334379', 'nymbax ;  ; '), ('76561198198986819', 'peach slayer ;  ; '), ('76561198827588101', 'ryumx ;  ; '), ('76561199021530370', 'sdln ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198333191359', 'thor ;  ; ')]"
76561198267394926,hippophae ;  ; ,"Tokyo, Tokyo, Japan","[('76561198085900397', 'ruah ;  ; '), ('76561198276416304', 'abe kun ;  ; '), ('76561198171535783', 'alena ;  ; '), ('76561198257630267', 'billion ;  ; '), ('76561198208651108', 'bu; ;  ; '), ('76561198137509845', 'budda ;  ; '), ('76561198121725099', 'catch me if you can ;  ; '), ('76561198141463921', 'doctor45 ;  ; '), ('76561198186574162', 'drgreed ;  ; '), ('76561198259767609', 'enjoyer ;  ; '), ('76561198093371496', 'gang gang! ;  ; '), ('76561199059158528', 'hun bn ;  ; '), ('76561198076605524', 'kiki ;  ; '), ('76561198951455732', 'lalisa ;  ; '), ('76561198219834339', 'meeg ;  ; '), ('76561198373696143', 'mercury ;  ; '), ('76561198176722445', 'mogul.aomine daiki.hyperx ;  ; '), ('76561198874774864', 'mutant ;  ; '), ('76561198198986819', 'peach slayer ;  ; '), ('76561198830407977', 'purrfect ;  ; '), ('76561198303733554', 'ring of aquila ;  ; '), ('76561198827588101', 'ryumx ;  ; '), ('76561198155527452', 'standin.#dendick ;  ; '), ('76561198293488651', 'suck at all role ;  ; '), ('76561198180662845', 'the gambler ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198143714934', 'the survivor ;  ; '), ('76561198871807564', 'ulquare.! ;  ; '), ('76561198252959806', 'Ông_già [vn] ;  ; '), ('76561199056772285', 'ᵂᵘᵉʷᵘᵉʷᵘᵉʷᵘᵉ ;  ; '), ('76561198283371585', 'ジャンヌ ;  ; ')]"
76561199005664989,jennie_in_your_area ;  ; ,"Hovd, Mongolia","[('76561198308106245', 'bb ;  ; '), ('76561198978477114', 'berlin ;  ; '), ('76561198304950791', 'dino ;  ; '), ('76561199164650554', 'gunigtaibnn ;  ; '), ('76561198796890236', 'heisenberg ;  ; '), ('76561198987233589', 'hope ;  ; '), ('76561198361834110', 'kae... ;  ; '), ('76561198332412442', 'lisa in my area ;  ; '), ('76561198805766835', 'l_oops!!! ;  ; '), ('76561198280142098', 'mcspstars.dek ;  ; '), ('76561198873075320', 'melancholy hill ;  ; '), ('76561198311852255', 'mercury ;  ; '), ('76561198111388654', 'merlini ;  ; '), ('76561198237184896', 'never give up!!! ;  ; '), ('76561198870864256', 'okay ;  ; '), ('76561198163292942', 'onion enjoyer ;  ; '), ('76561198816113159', 'puugii ;  ; '), ('76561198346345798', 'seÑor•vaczzz•shiro ツ ;  ; '), ('76561198266042378', 'sushi roll ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198967270099', 'xxx ;  ; '), ('76561198341031513', 'y雨 mode on ;  ; '), ('76561198161785664', '無名 ;  ; ')]"
76561198148046086,keke ;  ; ,"Toyohashi, Aichi, Japan","[('76561199024466760', 'noenglish=nocommend ;  ; '), ('76561199123801300', 'arisu ;  ; '), ('76561198117959474', 'asterix ;  ; '), ('76561198308106245', 'bb ;  ; '), ('76561198841315686', 'blake ;  ; '), ('76561198200005194', 'cheesemonger ;  ; '), ('76561198362654444', 'f ;  ; '), ('76561198362489699', 'ghostbuster ;  ; '), ('76561198228820220', 'kkkk ;  ; '), ('76561198805766835', 'l_oops!!! ;  ; '), ('76561198286584487', 'mercedase ;  ; '), ('76561198308616392', 'n00berish ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198306463055', 'position ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198098426616', 'sadboi ;  ; '), ('76561199061560412', 'senju_hashirama ;  ; '), ('76561198363296474', 'tanaka ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198333191359', 'thor ;  ; '), ('76561199169225584', 'toyohashi_tokyo ;  ; '), ('76561198168801470', 'xdd ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561198286584487,mercedase ;  ; ,,"[('76561198148046086', 'keke ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561198377571022,mitsu ;  ; ,Mongolia,"[('76561198450337929', 'call me xin ;  ; '), ('76561198848546731', 'eat_my_bullar!!! ;  ; '), ('76561198198986819', 'peach slayer ;  ; '), ('76561198827588101', 'ryumx ;  ; '), ('76561198284379379', 'soundchimera ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198059776192', 'wudipukuruduin ;  ; ')]"
76561198308616392,n00berish ;  ; ,,"[('76561198043292265', 'bembika ;  ; '), ('76561199084053160', 'miraii ;  ; '), ('76561198806151870', 'bami ;  ; '), ('76561198146594118', 'bazinga!!! ;  ; '), ('76561199528332261', 'beneeboi ;  ; '), ('76561198374161327', 'boss.remax ;  ; '), ('76561198220695088', 'breezzzzyyy ;  ; '), ('76561199020503117', 'ch!ngu ;  ; '), ('76561198290334182', 'console.log(""<3"") ;  ; '), ('76561198309192429', 'expoki ;  ; '), ('76561198147029480', 'goku of feeding ;  ; '), ('76561199109361502', 'gunner ;  ; '), ('76561198306645947', 'hamstercok ;  ; '), ('76561198372940315', 'keansykes ;  ; '), ('76561198148046086', 'keke ;  ; '), ('76561198441973744', 'keke ;  ; '), ('76561198450283174', 'mante ;  ; '), ('76561198843286898', 'nemm ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561199009523245', 'sadasd ;  ; '), ('76561198992126558', 'son{e}t ;  ; '), ('76561199367492227', 'suka ;  ; '), ('76561198349270024', 'swag ;  ; '), ('76561198298911280', 'syndrome ;  ; '), ('76561198871995955', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198366131654', 'turbo monk ;  ; '), ('76561199100032813', 'unwinnable with me. ;  ; '), ('76561198935431204', 'さとる ;  ; '), ('76561199304125853', '我能不能用你的哨兵 ;  ; '), ('76561199293732127', '薯薯不爱吃鼠片 ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561198348078099,negtovsh ;  ; ,Morocco,"[('76561198796323746', 'kana86t ;  ; '), ('76561199138576275', 'yametekudasai ;  ; '), ('76561198241572812', '大神旨意 ;  ; '), ('76561198814439260', '2 tap* ;  ; '), ('76561198362797909', 'batbold8881 ;  ; '), ('76561198158577932', 'bekkkk ;  ; '), ('76561198206553592', 'blaa ;  ; '), ('76561198370905444', 'black star ;  ; '), ('76561198812010557', 'boss ;  ; '), ('76561198281184565', 'buga ;  ; '), ('76561198257750814', 'chemka68 ;  ; '), ('76561199080610650', 'chihir0 ;  ; '), ('76561198142952011', 'clown ;  ; '), ('76561198289310086', 'comet ;  ; '), ('76561198291190736', 'dc. ;  ; '), ('76561198140569309', 'dennis! ;  ; '), ('76561198016874843', 'eken ;  ; '), ('76561198857373563', 'g4no ;  ; '), ('76561198134107482', 'goku ;  ; '), ('76561198338548165', 'heinz ;  ; '), ('76561198917092256', 'ippon ;  ; '), ('76561198153921549', 'kazuki ;  ; '), ('76561198411831651', 'l.o.r.d ;  ; '), ('76561198384693471', 'lord ;  ; '), ('76561198151865866', 'meiiny ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561198115851700', 'nickzus ;  ; '), ('76561198128743943', 'nooblist ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198811035570', 'phoenix!? ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198405839820', 'sc4rlet ;  ; '), ('76561198332606889', 'slam dunk shaker ;  ; '), ('76561198401411037', ""st's vacation ;  ; ""), ('76561198387768649', 'starexor ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198379465255', 'tony slark ;  ; '), ('76561199194282327', 'tsodgor huu tsoogii ;  ; '), ('76561198355654178', ""usukhuu's vacation ;  ; ""), ('76561198132940648', 'waks ;  ; '), ('76561198346984217', 'wtrace ;  ; '), ('76561198258516429', 'ynjed csgofast.com ;  ; '), ('76561199011624592', 'zenitsu ;  ; '), ('76561198092705712', 'zyzz ;  ; '), ('76561198207278800', '__bigbrother__ ;  ; '), ('76561198327101858', 'СССР ;  ; '), ('76561198872514993', 'Хрено дëр ;  ; '), ('76561198285244807', 'ღღღღღღღღღ ;  ; '), ('76561198311735487', '™rafaelka™ ;  ; '), ('76561198813638021', '★𝒞𝓁𝑜𝓊𝒹★爆头 ;  ; '), ('76561198261648317', '♛weed♛ ;  ; '), ('76561198291104202', '✪ icezer@ ;  ; '), ('76561198362095947', '✪makuo-iwnl- ;  ; '), ('76561198074080731', '✪ 은밀하게 위대하게® ;  ; '), ('76561198275621559', 'ろるづです ;  ; '), ('76561198856991692', '乡₭ł₴ⱠØⱤØĐ🍀 ;  ; '), ('76561198394785414', '冷锋 ;  ; '), ('76561198142854166', '小波hellcase.com ;  ; '), ('76561198241771030', '屋企人们,边个明？ ;  ; '), ('76561198340649195', '阿莫西西多哈依力 ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561198175207903,newbee.なんで ;  ; ,,"[('76561199158908953', 'newbee.anka- ;  ; '), ('76561199163310708', '123 ;  ; '), ('76561198206553592', 'blaa ;  ; '), ('76561198200005194', 'cheesemonger ;  ; '), ('76561198154166995', 'coraline- ;  ; '), ('76561198162080168', 'danger ;  ; '), ('76561198108207609', 'dk ;  ; '), ('76561198343163403', 'dunali ;  ; '), ('76561198072508190', 'ggb.-gh ;  ; '), ('76561198148046086', 'keke ;  ; '), ('76561198441973744', 'keke ;  ; '), ('76561199166363887', 'lol ;  ; '), ('76561198286584487', 'mercedase ;  ; '), ('76561199109969306', 'mr.51 ;  ; '), ('76561198308616392', 'n00berish ;  ; '), ('76561198348078099', 'negtovsh ;  ; '), ('76561199165132984', 'nymbax ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198306463055', 'position ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198164112416', 'sadadadasdadasdsdasdasdsadasd ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198871995955', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198333191359', 'thor ;  ; '), ('76561199194282327', 'tsodgor huu tsoogii ;  ; '), ('76561198981653021', 'vincent ;  ; '), ('76561198168801470', 'xdd ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
76561199145519710,nymbax ;  ; ,"Hawaii, United States","[('76561198137509845', 'budda ;  ; '), ('76561199158652847', 'getnymba ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198887276207', 'the shotguy ;  ; ')]"
76561199165132984,nymbax ;  ; ,"California, United States","[('76561198085900397', 'ruah ;  ; '), ('76561198208651108', 'bu; ;  ; '), ('76561199158652847', 'getnymba ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561199165334379', 'nymbax ;  ; '), ('76561198303401318', 'oi ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; ')]"
76561199165334379,nymbax ;  ; ,"New York, United States","[('76561199158652847', 'getnymba ;  ; '), ('76561199165132984', 'nymbax ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198887276207', 'the shotguy ;  ; ')]"
76561198303401318,oi ;  ; ,"Harare, Zimbabwe","[('76561198928772000', 'zzzz ;  ; '), ('76561198350647751', 'ayur next door ;  ; '), ('76561198933147225', 'babafokinyaga ;  ; '), ('76561198977735136', 'babycol ;  ; '), ('76561198308106245', 'bb ;  ; '), ('76561198200005194', 'cheesemonger ;  ; '), ('76561198407093657', 'cirrus ;  ; '), ('76561198289067513', 'deegy ;  ; '), ('76561198291534329', 'divine créature ;  ; '), ('76561198138139219', 'equanimous ;  ; '), ('76561198857373563', 'g4no ;  ; '), ('76561198072508190', 'ggb.-gh ;  ; '), ('76561198374741101', 'hate me ;  ; '), ('76561198398736480', 'here to simp ;  ; '), ('76561198148046086', 'keke ;  ; '), ('76561198441973744', 'keke ;  ; '), ('76561198298380336', 'koko ;  ; '), ('76561199166363887', 'lol ;  ; '), ('76561198286584487', 'mercedase ;  ; '), ('76561198348078099', 'negtovsh ;  ; '), ('76561198175207903', 'newbee.なんで ;  ; '), ('76561199165132984', 'nymbax ;  ; '), ('76561198306463055', 'position ;  ; '), ('76561198401220183', 'purgi ;  ; '), ('76561198358384793', 'renger ;  ; '), ('76561199155482787', 'roadtojapan ;  ; '), ('76561198268150666', 'russian feederation ;  ; '), ('76561198279515037', 'rusty ;  ; '), ('76561198164112416', 'sadadadasdadasdsdasdasdsadasd ;  ; '), ('76561198307922933', 'shitty ;  ; '), ('76561198363296474', 'tanaka ;  ; '), ('76561198871995955', 'teku ;  ; '), ('76561198842497588', 'teku ;  ; '), ('76561198887276207', 'the shotguy ;  ; '), ('76561198333191359', 'thor ;  ; '), ('76561198379465255', 'tony slark ;  ; '), ('76561198413971169', 'undead ;  ; '), ('76561198882034504', 'vaazaana ;  ; '), ('76561198168801470', 'xdd ;  ; '), ('76561198881135458', '弥彦 ;  ; '), ('76561198843512467', '齊天大聖 ;  ; ')]"
